filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000026,0.000049,0.006414,0.993511,7.0,6.0534,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,OR,0.000282,0.010012,0.761951,0.227755,21.0,13.4838,0,,119,0
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000025,0.000117,0.000559,0.999300,28.0,27.7747,3,,118,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000001,0.998242,0.001756,0.000001,7.0,7.4278,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,OR,0.007754,0.321472,0.668001,0.002772,14.0,15.8938,0,,118,0
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000003,0.997580,0.000741,0.001676,21.0,21.0155,1,,118,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000009,0.998033,0.001142,0.000816,28.0,27.9532,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.000540,0.014760,0.968841,0.015859,14.0,12.4898,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000004,0.000269,0.999235,0.000492,21.0,21.1498,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000007,0.000229,0.999219,0.000544,21.0,20.9253,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.002801,0.011344,0.030535,0.955320,7.0,8.0610,2,,118,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000456,0.031155,0.035663,0.932726,21.0,17.5441,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.005348,0.983408,0.001954,0.009289,14.0,13.7452,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000007,0.001097,0.994753,0.004142,7.0,7.1905,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000006,0.018560,0.980118,0.001317,7.0,7.6592,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000076,0.050980,0.875091,0.073853,21.0,20.3253,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.995278,0.000922,0.001476,0.002324,0.0,0.0000,3,,118,1
