filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000223,0.030963,0.010718,0.958096,14.0,14.8042,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000370,0.004935,0.090759,0.903937,21.0,20.4510,2,,119,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000002,0.997882,0.002057,0.000058,7.0,6.8524,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000002,0.997903,0.002032,0.000063,7.0,6.8186,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000002,0.998516,0.000493,0.000989,21.0,20.4043,3,,119,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000040,0.000937,0.995310,0.003714,7.0,7.1387,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000024,0.000160,0.999102,0.000715,21.0,21.0830,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000894,0.005048,0.017044,0.977014,7.0,20.2128,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000087,0.872553,0.126889,0.000471,14.0,14.5908,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000065,0.997762,0.000169,0.002004,21.0,20.6432,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,OR,0.000397,0.146373,0.710937,0.142294,7.0,7.8929,0,12,118,1
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000672,0.000850,0.996772,0.001706,7.0,7.0142,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000537,0.047940,0.939131,0.012393,7.0,8.1488,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000008,0.006278,0.993652,0.000062,14.0,11.0423,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.999186,0.000054,0.000301,0.000459,0.0,0.0000,1,,118,1
