filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000039,0.000584,0.000630,0.998747,14.0,14.5110,2,,237,1
12k_Drive_End_B028_2_3007.mat,test,Drive,B,B,B,0.000130,0.000762,0.000294,0.998814,28.0,27.7128,2,,235,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.999867,0.000128,0.000004,7.0,6.9173,0,,235,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000001,0.997756,0.000373,0.001870,21.0,20.6047,2,,236,1
12k_Drive_End_IR028_2_3003.mat,test,Drive,IR,IR,IR,0.000073,0.998287,0.000836,0.000804,28.0,27.7482,2,,236,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000004,0.004612,0.995106,0.000277,7.0,7.2037,1,12,237,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000006,0.000018,0.999844,0.000132,7.0,6.7866,2,3,236,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000004,0.000085,0.999710,0.000201,7.0,7.2891,3,6,238,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000002,0.000924,0.999048,0.000025,21.0,20.5502,2,3,237,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000001,0.000098,0.999877,0.000025,21.0,20.5952,1,6,237,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000626,0.037566,0.101343,0.860466,14.0,12.4408,0,,237,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.000959,0.043118,0.299240,0.656683,14.0,11.8132,1,,236,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000188,0.006791,0.054312,0.938709,14.0,13.8756,2,,237,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000001,0.999775,0.000185,0.000040,7.0,6.8387,1,,236,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000024,0.000820,0.999004,0.000152,7.0,6.9221,3,12,235,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000149,0.203501,0.686111,0.110239,14.0,17.1806,0,3,236,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999457,0.000112,0.000105,0.000326,0.0,0.0000,2,,235,1
