filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000024,0.000522,0.000330,0.999124,14.0,14.6144,2,,237,1
12k_Drive_End_B028_2_3007.mat,test,Drive,B,B,B,0.000004,0.000153,0.000758,0.999085,28.0,28.9621,2,,235,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.999952,0.000048,0.000000,7.0,7.1017,0,,235,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000001,0.998901,0.000091,0.001007,21.0,21.5566,2,,236,1
12k_Drive_End_IR028_2_3003.mat,test,Drive,IR,IR,IR,0.000009,0.999019,0.000608,0.000365,28.0,28.0742,2,,236,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000000,0.000011,0.999178,0.000810,7.0,7.4624,1,12,237,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000001,0.000219,0.999640,0.000140,7.0,7.1420,2,3,236,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000103,0.999860,0.000037,7.0,7.2740,3,6,238,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000001,0.000369,0.999577,0.000054,21.0,21.4124,2,3,237,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000000,0.000037,0.999845,0.000118,21.0,21.1503,1,6,237,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000108,0.000979,0.003103,0.995810,14.0,15.8886,0,,237,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.023913,0.003854,0.008100,0.964134,14.0,14.7597,1,,236,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000023,0.003256,0.003780,0.992940,14.0,17.2468,2,,237,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000002,0.992043,0.007950,0.000005,7.0,7.1263,1,,236,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000001,0.000006,0.998263,0.001730,7.0,7.5430,3,12,235,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000000,0.000014,0.999826,0.000159,14.0,13.9590,0,3,236,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999687,0.000026,0.000215,0.000072,0.0,0.0000,2,,235,1
