filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000214,0.009158,0.004338,0.986290,14.0,15.9684,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000095,0.000594,0.015969,0.983342,21.0,21.5191,2,,237,1
12k_Drive_End_B028_0_3005.mat,test,Drive,B,B,B,0.000047,0.000102,0.002758,0.997093,28.0,27.6566,0,,234,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.997046,0.002952,0.000001,7.0,6.7535,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.996713,0.003285,0.000001,7.0,6.6643,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000002,0.997632,0.001518,0.000848,21.0,19.8736,3,,237,1
12k_Drive_End_IR028_3_3004.mat,test,Drive,IR,IR,IR,0.000005,0.999555,0.000144,0.000296,28.0,28.2769,3,,236,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.000047,0.999906,0.000047,7.0,6.6599,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000001,0.000359,0.999185,0.000455,21.0,20.6406,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000662,0.007469,0.073791,0.918078,7.0,16.4383,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000006,0.952425,0.045523,0.002046,14.0,13.9393,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000001,0.999481,0.000334,0.000184,21.0,19.9521,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,OR,0.000175,0.000953,0.637649,0.361222,7.0,6.0507,0,12,235,1
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000048,0.000301,0.998674,0.000977,7.0,7.3286,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000001,0.017556,0.982367,0.000076,7.0,7.1843,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000000,0.013398,0.986471,0.000130,14.0,11.0521,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.998341,0.000456,0.000877,0.000326,0.0,0.0000,1,,235,1
