filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.001190,0.064227,0.011517,0.923066,14.0,15.6855,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.012149,0.007128,0.167041,0.813682,21.0,20.0490,2,,237,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000001,0.995147,0.004821,0.000031,7.0,7.0174,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000001,0.994785,0.005174,0.000041,7.0,7.8440,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000003,0.997342,0.002336,0.000319,21.0,21.0097,3,,237,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000004,0.000096,0.996836,0.003064,7.0,6.8836,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000002,0.000336,0.999614,0.000048,21.0,21.0678,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000942,0.001807,0.022104,0.975147,7.0,14.4011,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000504,0.527613,0.471001,0.000882,14.0,17.5066,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000003,0.988822,0.010414,0.000762,21.0,21.8569,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,OR,0.000077,0.080826,0.565832,0.353265,7.0,9.3642,0,12,235,1
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000464,0.000043,0.998134,0.001359,7.0,6.8545,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000005,0.075921,0.923547,0.000527,7.0,7.6387,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000001,0.007796,0.991928,0.000275,14.0,12.3704,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.998498,0.000333,0.000628,0.000541,0.0,0.0000,1,,235,1
