filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000001,0.001499,0.022951,0.975549,7.0,5.2588,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.024164,0.031624,0.389013,0.555199,21.0,12.0118,0,,119,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.998785,0.001215,0.000000,7.0,8.6098,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.022007,0.855235,0.117622,0.005137,14.0,13.4954,0,,118,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000000,0.999423,0.000070,0.000507,21.0,19.3386,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.000466,0.002606,0.994049,0.002879,14.0,14.4690,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000000,0.000009,0.999971,0.000020,21.0,20.1180,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000000,0.001008,0.998991,0.000001,21.0,18.9953,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000127,0.004230,0.015217,0.980427,7.0,7.1739,2,,118,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000019,0.008874,0.125352,0.865755,21.0,14.8716,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000122,0.988055,0.002190,0.009633,14.0,14.9101,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000172,0.995757,0.004070,7.0,6.6852,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000000,0.006620,0.990056,0.003324,7.0,7.2547,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000002,0.027286,0.964826,0.007885,21.0,21.7881,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.992656,0.006669,0.000279,0.000395,0.0,0.0000,3,,118,1
