filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000058,0.000056,0.000115,0.999772,14.0,13.4522,2,,119,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.993639,0.006361,0.000000,7.0,8.7180,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000000,0.996618,0.003027,0.000354,21.0,19.6829,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000001,0.000032,0.986666,0.013301,7.0,5.8000,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,7.0,6.9015,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000001,1.000000,0.000000,7.0,10.1542,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000000,0.000010,0.999982,0.000008,21.0,22.8670,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000000,0.000006,0.999994,0.000000,21.0,20.9662,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000126,0.000406,0.009890,0.989578,14.0,16.6253,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.012629,0.002138,0.056102,0.929131,14.0,13.4616,1,,118,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000003,0.003207,0.002211,0.994579,14.0,13.2146,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000001,0.654668,0.345298,0.000033,7.0,9.3452,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000000,0.000000,0.992992,0.007008,7.0,9.6151,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,14.0,15.2920,0,3,118,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.996102,0.000850,0.002121,0.000927,0.0,0.0000,2,,118,1
