filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000022,0.010448,0.000407,0.989123,14.0,13.9183,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000065,0.000067,0.017610,0.982258,21.0,19.7935,2,,237,1
12k_Drive_End_B028_0_3005.mat,test,Drive,B,B,B,0.000000,0.000000,0.000000,1.000000,28.0,27.9986,0,,234,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.979537,0.020463,0.000000,7.0,11.0272,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.833938,0.166063,0.000000,7.0,12.9527,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000000,0.999997,0.000000,0.000004,21.0,19.7863,3,,237,1
12k_Drive_End_IR028_3_3004.mat,test,Drive,IR,IR,IR,0.000000,0.985665,0.014335,0.000000,28.0,29.8594,3,,236,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.000001,0.993839,0.006160,7.0,7.6359,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000000,0.000679,0.999308,0.000013,21.0,21.9921,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000656,0.000026,0.000023,0.999295,7.0,16.9233,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000099,0.995398,0.001120,0.003382,14.0,14.3545,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000000,0.999821,0.000037,0.000143,21.0,20.6515,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.000381,0.000552,0.382521,0.616546,7.0,7.0383,0,12,235,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000224,0.001384,0.986596,0.011795,7.0,7.5378,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000002,0.113047,0.560410,0.326540,7.0,11.7369,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000000,0.000107,0.999854,0.000040,14.0,9.9820,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.996483,0.000102,0.000000,0.003414,0.0,0.0000,1,,235,1
