filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000000,0.000139,0.001759,0.998102,7.0,7.9292,2,,236,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.036294,0.002017,0.081589,0.880101,21.0,12.0929,0,,237,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000004,0.001328,0.011304,0.987364,28.0,27.8181,3,,235,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.958584,0.041416,0.000000,7.0,9.2190,3,,239,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.021146,0.901271,0.077333,0.000250,14.0,14.6362,0,,236,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000000,0.999921,0.000012,0.000067,21.0,20.3659,1,,236,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000000,1.000000,0.000000,0.000000,28.0,27.5534,1,,236,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.003513,0.038165,0.945725,0.012596,14.0,13.2452,3,6,237,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000000,0.002988,0.997006,0.000007,21.0,21.1737,1,3,237,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000000,0.001494,0.998505,0.000000,21.0,19.7366,3,6,237,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000012,0.012570,0.033484,0.953934,7.0,7.1676,2,,236,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000000,0.000186,0.004003,0.995810,21.0,17.3819,1,,236,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000000,0.993166,0.006666,0.000168,14.0,13.7857,1,,236,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000090,0.997567,0.002343,7.0,6.8894,2,12,236,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000004,0.001402,0.977610,0.020984,7.0,8.3427,1,6,236,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000000,0.007463,0.988357,0.004180,21.0,15.0996,1,3,234,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.995766,0.000031,0.000494,0.003709,0.0,0.0000,3,,236,1
