filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000213,0.000142,0.000229,0.999417,14.0,15.2729,2,,237,1
12k_Drive_End_B028_2_3007.mat,test,Drive,B,B,B,0.000000,0.000023,0.012820,0.987157,28.0,28.9768,2,,235,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.999551,0.000449,0.000000,7.0,8.1037,0,,235,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000000,0.998564,0.001306,0.000130,21.0,19.1822,2,,236,1
12k_Drive_End_IR028_2_3003.mat,test,Drive,IR,IR,IR,0.000000,0.999774,0.000226,0.000000,28.0,28.3989,2,,236,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000000,0.000265,0.994801,0.004934,7.0,6.9191,1,12,237,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,7.0,6.0799,2,3,236,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000013,0.999987,0.000001,7.0,9.7425,3,6,238,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000000,0.000005,0.999930,0.000065,21.0,21.5810,2,3,237,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000000,0.000047,0.999952,0.000001,21.0,20.7365,1,6,237,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.001184,0.004132,0.004824,0.989861,14.0,16.3039,0,,237,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.025992,0.011508,0.050581,0.911919,14.0,13.5509,1,,236,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000003,0.052105,0.002490,0.945402,14.0,15.3162,2,,237,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000000,0.888799,0.111186,0.000015,7.0,7.9786,1,,236,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000000,0.000000,0.991941,0.008058,7.0,8.6860,3,12,235,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000000,0.000000,0.999998,0.000002,14.0,14.9581,0,3,236,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.998806,0.000707,0.000274,0.000213,0.0,0.0000,2,,235,1
