filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000601,0.012946,0.000946,0.985506,14.0,17.2805,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000420,0.005419,0.051345,0.942816,21.0,21.0979,2,,119,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.870748,0.129252,0.000000,7.0,9.5077,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.765736,0.234265,0.000000,7.0,11.1877,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000000,0.999990,0.000006,0.000004,21.0,19.4467,3,,119,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.000156,0.999817,0.000027,7.0,6.7005,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000000,0.001915,0.998084,0.000002,21.0,21.4639,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.010935,0.003555,0.015177,0.970332,7.0,18.7022,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.001554,0.937086,0.052923,0.008437,14.0,14.5821,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000001,0.995036,0.004891,0.000072,21.0,19.3364,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.001068,0.005545,0.314712,0.678674,7.0,8.7146,0,12,118,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.002688,0.007697,0.898610,0.091006,7.0,9.5650,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000011,0.167270,0.812649,0.020070,7.0,10.0487,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000000,0.000081,0.999918,0.000001,14.0,8.3489,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.995433,0.000727,0.000130,0.003710,0.0,0.0000,1,,118,1
