filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000010,0.063671,0.013608,0.922710,14.0,14.7412,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000234,0.000169,0.013366,0.986231,21.0,19.3444,2,,237,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000001,0.999168,0.000829,0.000002,7.0,7.1370,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000001,0.998506,0.001490,0.000003,7.0,8.3514,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000001,0.996845,0.001074,0.002080,21.0,20.9441,3,,237,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000070,0.000690,0.999134,0.000106,7.0,7.0533,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000002,0.001286,0.998569,0.000143,21.0,20.9117,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000142,0.003995,0.001371,0.994491,7.0,10.1413,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000003,0.985954,0.009032,0.005012,14.0,13.3466,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000001,0.999015,0.000654,0.000330,21.0,20.0768,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.000017,0.000764,0.134849,0.864370,7.0,14.4520,0,12,235,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000019,0.000098,0.937842,0.062041,7.0,7.5700,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000064,0.228398,0.765246,0.006292,7.0,7.0872,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000020,0.000216,0.996831,0.002933,14.0,14.2574,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.994025,0.000044,0.001996,0.003936,0.0,0.0000,1,,235,1
