filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000000,0.002006,0.014188,0.983806,7.0,4.9582,2,,236,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.005833,0.074948,0.314748,0.604471,21.0,11.0980,0,,237,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000000,0.002100,0.000007,0.997894,28.0,31.3912,3,,235,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.984992,0.015008,0.000000,7.0,9.1536,3,,239,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.003396,0.978279,0.014557,0.003768,14.0,12.1708,0,,236,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000000,0.998840,0.000061,0.001099,21.0,19.5677,1,,236,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000000,0.999999,0.000001,0.000000,28.0,29.0341,1,,236,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.001301,0.006596,0.960012,0.032090,14.0,13.9229,3,6,237,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000000,0.000210,0.999655,0.000136,21.0,19.4993,1,3,237,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000000,0.021319,0.978474,0.000207,21.0,18.7393,3,6,237,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000250,0.002685,0.020766,0.976299,7.0,6.7743,2,,236,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000010,0.005654,0.006961,0.987375,21.0,14.5775,1,,236,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000088,0.987114,0.002197,0.010601,14.0,14.5375,1,,236,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000019,0.988572,0.011408,7.0,6.3036,2,12,236,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000000,0.002680,0.987679,0.009640,7.0,6.5723,1,6,236,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000003,0.118346,0.862955,0.018695,21.0,20.4795,1,3,234,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.982754,0.016213,0.000663,0.000371,0.0,0.0000,3,,236,1
