filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000019,0.008679,0.000227,0.991075,14.0,14.8037,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.001062,0.000080,0.082460,0.916399,21.0,20.6079,2,,119,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.999142,0.000857,0.000001,7.0,7.3338,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.998488,0.001510,0.000001,7.0,7.7613,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000001,0.999850,0.000032,0.000117,21.0,20.8654,3,,119,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.000014,0.999895,0.000091,7.0,6.7264,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000001,0.001040,0.998944,0.000015,21.0,20.9404,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000011,0.000029,0.012578,0.987381,7.0,14.6282,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000039,0.999608,0.000335,0.000018,14.0,14.6454,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000002,0.999690,0.000042,0.000266,21.0,20.8555,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.000006,0.001570,0.273704,0.724720,7.0,10.7645,0,12,118,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000062,0.000013,0.999115,0.000810,7.0,6.9553,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000000,0.004012,0.995598,0.000390,7.0,7.5966,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000000,0.000088,0.999896,0.000016,14.0,13.1124,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.999170,0.000021,0.000037,0.000772,0.0,0.0000,1,,118,1
