filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000002,0.009633,0.069733,0.920632,7.0,8.1919,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.021940,0.021201,0.177554,0.779305,21.0,13.4082,0,,119,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000000,0.000002,0.002677,0.997321,28.0,27.3801,3,,118,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.867285,0.132715,0.000000,7.0,10.7270,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.065037,0.825668,0.084951,0.024344,14.0,15.5432,0,,118,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000001,0.969521,0.004633,0.025845,21.0,18.9044,1,,118,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000005,0.994111,0.005157,0.000727,28.0,28.0334,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.005365,0.040564,0.929864,0.024206,14.0,15.5315,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000000,0.006881,0.993117,0.000002,21.0,22.1771,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000000,0.002645,0.997331,0.000023,21.0,19.8659,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,OR,0.000569,0.049678,0.683752,0.266001,7.0,8.5424,2,,118,0
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000085,0.003276,0.012882,0.983757,21.0,17.1965,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000026,0.635102,0.196203,0.168669,14.0,15.9963,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000012,0.000596,0.993025,0.006368,7.0,6.4021,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000193,0.006724,0.905141,0.087943,7.0,9.3022,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000046,0.023278,0.842740,0.133937,21.0,15.8344,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.960718,0.001337,0.023196,0.014749,0.0,0.0000,3,,118,1
