filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.028752,0.018505,0.074779,0.877964,14.0,14.6472,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.015285,0.007513,0.110418,0.866785,21.0,16.3948,2,,119,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000018,0.991248,0.008491,0.000243,7.0,7.0386,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000019,0.989389,0.010324,0.000267,7.0,7.2093,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000086,0.991079,0.004707,0.004128,21.0,21.0144,3,,119,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000599,0.028994,0.963634,0.006774,7.0,7.4866,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000053,0.011070,0.988166,0.000711,21.0,21.0921,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.012249,0.009605,0.016953,0.961192,7.0,18.0641,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000968,0.769837,0.218415,0.010780,14.0,16.5371,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000077,0.992516,0.003414,0.003994,21.0,19.2784,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.005774,0.180776,0.287375,0.526075,7.0,9.2647,0,12,118,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.019526,0.012515,0.948492,0.019467,7.0,9.3984,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000138,0.278392,0.719952,0.001517,7.0,9.0906,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000075,0.020243,0.978242,0.001441,14.0,10.3003,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.978086,0.002069,0.008828,0.011018,0.0,0.0000,1,,118,1
