filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000000,0.000104,0.000001,0.999896,14.0,14.4677,2,,237,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.999988,0.000012,0.000000,7.0,7.2992,0,,235,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000001,0.999577,0.000103,0.000320,21.0,21.0971,2,,236,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000001,0.000009,0.999828,0.000164,7.0,6.8596,1,12,237,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000001,0.000018,0.999976,0.000006,7.0,6.6341,2,3,236,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000003,0.000094,0.999894,0.000009,7.0,8.5824,3,6,238,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000003,0.000100,0.999896,0.000001,21.0,21.0011,2,3,237,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000001,0.000008,0.999992,0.000000,21.0,20.9551,1,6,237,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000017,0.004305,0.025071,0.970607,14.0,15.8928,0,,237,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.000005,0.000026,0.083958,0.916011,14.0,13.9833,1,,236,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000001,0.000097,0.002224,0.997679,14.0,14.8108,2,,237,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000001,0.999922,0.000073,0.000004,7.0,6.9458,1,,236,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000001,0.000002,0.999978,0.000019,7.0,7.1508,3,12,235,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000369,0.044167,0.730803,0.224661,14.0,15.0924,0,3,236,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999947,0.000005,0.000032,0.000016,0.0,0.0000,2,,235,1
