filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000001,0.000037,0.000611,0.999352,7.0,6.8470,2,,236,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.000058,0.013815,0.000486,0.985640,21.0,17.9816,0,,237,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000000,0.000278,0.000127,0.999594,28.0,27.6870,3,,235,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.999348,0.000650,0.000002,7.0,6.9550,3,,239,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.000038,0.999288,0.000674,0.000001,14.0,14.5863,0,,236,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000000,0.999283,0.000019,0.000698,21.0,20.7384,1,,236,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000005,0.999590,0.000194,0.000211,28.0,27.7840,1,,236,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.001673,0.000230,0.997750,0.000346,14.0,13.8298,3,6,237,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000003,0.000565,0.999430,0.000001,21.0,20.7705,1,3,237,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000001,0.000047,0.999943,0.000010,21.0,20.7861,3,6,237,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.001578,0.000001,0.000776,0.997645,7.0,7.1798,2,,236,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000000,0.000025,0.000046,0.999929,21.0,17.8638,1,,236,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000005,0.990781,0.006531,0.002683,14.0,14.0960,1,,236,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000002,0.999932,0.000066,7.0,6.8210,2,12,236,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000000,0.000295,0.999409,0.000296,7.0,6.8504,1,6,236,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000004,0.006838,0.993062,0.000095,21.0,17.9386,1,3,234,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.999367,0.000021,0.000473,0.000139,0.0,0.0000,3,,236,1
