filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000003,0.000016,0.000213,0.999768,7.0,7.2610,2,,236,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.001939,0.005097,0.016186,0.976778,21.0,14.3635,0,,237,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000002,0.000102,0.000250,0.999645,28.0,28.0075,3,,235,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.998850,0.001150,0.000000,7.0,7.2196,3,,239,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.000024,0.999615,0.000357,0.000004,14.0,14.9507,0,,236,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000003,0.995413,0.000387,0.004198,21.0,21.0443,1,,236,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000004,0.999461,0.000316,0.000220,28.0,27.8969,1,,236,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.000076,0.000059,0.998872,0.000993,14.0,14.0048,3,6,237,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000002,0.000147,0.999839,0.000012,21.0,20.9541,1,3,237,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000001,0.000140,0.999812,0.000047,21.0,20.8598,3,6,237,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000051,0.000026,0.000391,0.999532,7.0,7.1643,2,,236,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000010,0.000537,0.004343,0.995110,21.0,18.7222,1,,236,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000005,0.999535,0.000440,0.000020,14.0,13.5033,1,,236,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000004,0.999905,0.000090,7.0,7.1080,2,12,236,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000000,0.000038,0.999954,0.000008,7.0,7.0641,1,6,236,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000029,0.006090,0.993054,0.000827,21.0,20.5847,1,3,234,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.999885,0.000004,0.000046,0.000065,0.0,0.0000,3,,236,1
