filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000000,0.000154,0.000017,0.999828,14.0,14.7865,2,,119,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000001,0.999943,0.000056,0.000000,7.0,6.9125,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000002,0.999632,0.000314,0.000053,21.0,20.7135,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000003,0.000063,0.981210,0.018723,7.0,7.1557,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000000,0.000002,0.999998,0.000000,7.0,6.5818,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000137,0.999863,0.000001,7.0,7.4109,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000001,0.000352,0.999646,0.000001,21.0,20.8475,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000001,0.000210,0.999789,0.000000,21.0,20.6634,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000004,0.012582,0.000795,0.986620,14.0,17.4361,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.000005,0.000209,0.013371,0.986416,14.0,15.3445,1,,118,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000001,0.000164,0.000632,0.999204,14.0,15.1196,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000002,0.999835,0.000149,0.000014,7.0,7.0023,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000001,0.000010,0.999911,0.000077,7.0,7.6031,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000089,0.125247,0.521840,0.352824,14.0,14.4458,0,3,118,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999537,0.000003,0.000215,0.000245,0.0,0.0000,2,,118,1
