filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000416,0.000378,0.000744,0.998462,14.0,14.3050,2,,119,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.998728,0.001271,0.000001,7.0,6.7301,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000008,0.998718,0.000850,0.000424,21.0,20.5225,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000002,0.000381,0.998059,0.001558,7.0,6.9752,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000001,0.000030,0.999967,0.000002,7.0,6.2128,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000001,0.000205,0.999779,0.000014,7.0,8.1930,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000007,0.000071,0.999713,0.000209,21.0,20.7858,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000012,0.000187,0.999252,0.000548,21.0,20.3033,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.007197,0.000514,0.026772,0.965517,14.0,14.7498,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.062063,0.000317,0.013152,0.924468,14.0,13.5922,1,,118,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.002096,0.001140,0.016822,0.979942,14.0,13.6953,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000001,0.991158,0.008839,0.000003,7.0,6.8656,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000003,0.000340,0.997728,0.001929,7.0,7.7861,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000000,0.000040,0.999930,0.000030,14.0,13.5021,0,3,118,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.993248,0.000014,0.000338,0.006400,0.0,0.0000,2,,118,1
