filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.003317,0.007861,0.002794,0.986027,14.0,15.7571,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.003838,0.002300,0.230622,0.763240,21.0,19.7109,2,,237,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000002,0.989862,0.010095,0.000042,7.0,8.3791,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000002,0.986381,0.013563,0.000054,7.0,9.0910,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000014,0.998409,0.000786,0.000792,21.0,20.6257,3,,237,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000001,0.000137,0.999625,0.000237,7.0,6.1394,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000011,0.001185,0.998556,0.000248,21.0,21.1151,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000244,0.000625,0.012503,0.986629,7.0,17.0905,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000337,0.925130,0.069984,0.004550,14.0,14.6349,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000091,0.977086,0.008042,0.014781,21.0,21.3433,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,OR,0.000272,0.005134,0.554055,0.440540,7.0,9.5010,0,12,235,1
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000792,0.000087,0.995555,0.003567,7.0,7.0932,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000004,0.009101,0.990407,0.000488,7.0,8.7301,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000000,0.000146,0.999760,0.000093,14.0,11.3808,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.998020,0.000050,0.000204,0.001726,0.0,0.0000,1,,235,1
