filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000006,0.025262,0.051075,0.923656,14.0,12.9486,2,,237,1
12k_Drive_End_B028_2_3007.mat,test,Drive,B,B,B,0.000001,0.000000,0.000183,0.999816,28.0,27.7282,2,,235,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.985798,0.014202,0.000000,7.0,7.3872,0,,235,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000004,0.992512,0.004622,0.002862,21.0,19.9750,2,,236,1
12k_Drive_End_IR028_2_3003.mat,test,Drive,IR,IR,IR,0.000005,0.999744,0.000005,0.000246,28.0,27.7653,2,,236,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000010,0.003100,0.996179,0.000712,7.0,7.2423,1,12,237,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,7.0,6.9366,2,3,236,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,7.0,10.8350,3,6,238,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000000,0.000011,0.999990,0.000000,21.0,21.5360,2,3,237,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000000,0.000002,0.999998,0.000000,21.0,21.2409,1,6,237,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,OR,0.038144,0.108474,0.506099,0.347283,14.0,11.7963,0,,237,0
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,OR,0.005009,0.012323,0.764087,0.218581,14.0,11.8420,1,,236,0
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,OR,0.000891,0.079713,0.525714,0.393681,14.0,12.4592,2,,237,0
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000243,0.926863,0.071884,0.001010,7.0,7.1221,1,,236,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000002,0.000226,0.999458,0.000315,7.0,8.4954,3,12,235,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000015,0.034825,0.951179,0.013981,14.0,12.6656,0,3,236,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999590,0.000007,0.000381,0.000021,0.0,0.0000,2,,235,1
