filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000028,0.001458,0.000133,0.998381,14.0,14.3107,2,,119,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000012,0.999123,0.000706,0.000160,7.0,6.8298,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000001,0.998106,0.000105,0.001788,21.0,20.8632,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000107,0.001585,0.973185,0.025123,7.0,6.9354,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000029,0.000104,0.999846,0.000021,7.0,7.3401,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000038,0.000226,0.999665,0.000071,7.0,7.4604,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000031,0.000190,0.999686,0.000092,21.0,20.9846,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000031,0.000085,0.999830,0.000055,21.0,20.9943,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.000825,0.061887,0.098941,0.838347,14.0,11.6668,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.000270,0.014086,0.095768,0.889876,14.0,13.2386,1,,118,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.000043,0.005900,0.016083,0.977974,14.0,13.3611,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000009,0.998687,0.000711,0.000593,7.0,6.9843,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000098,0.000216,0.998666,0.001019,7.0,7.1886,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,B,0.000164,0.299102,0.273081,0.427653,14.0,16.0840,0,3,118,0
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.998465,0.000008,0.000289,0.001238,0.0,0.0000,2,,118,1
