filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000024,0.000235,0.003098,0.996644,7.0,7.2257,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.001705,0.015035,0.022758,0.960501,21.0,19.9162,0,,119,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000055,0.997738,0.002127,0.000080,7.0,6.9696,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.003422,0.978269,0.013680,0.004629,14.0,14.8708,0,,118,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000001,0.994799,0.000378,0.004822,21.0,19.9214,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.003670,0.000773,0.992884,0.002673,14.0,14.2133,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000009,0.001610,0.998340,0.000041,21.0,21.3078,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000003,0.000525,0.999455,0.000017,21.0,21.1364,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000518,0.010424,0.071396,0.917663,7.0,7.3143,2,,118,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000003,0.000624,0.000570,0.998802,21.0,20.0273,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000004,0.993551,0.000667,0.005779,14.0,14.2326,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000011,0.000036,0.999405,0.000548,7.0,7.5169,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000025,0.001971,0.989658,0.008346,7.0,7.6154,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000005,0.000021,0.997911,0.002062,21.0,10.9495,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.998901,0.000062,0.000162,0.000875,0.0,0.0000,3,,118,1
