filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000894,0.063632,0.144543,0.790931,14.0,11.9574,0,,236,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000092,0.000448,0.078279,0.921181,21.0,23.0428,2,,237,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.999527,0.000473,0.000000,7.0,11.4157,1,,237,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000001,0.976255,0.023744,0.000000,7.0,13.4900,2,,237,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000001,0.990261,0.000132,0.009606,21.0,20.5896,3,,237,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000001,0.000047,0.999942,0.000011,7.0,6.1793,1,6,238,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000020,0.003887,0.996092,0.000000,21.0,23.1155,0,6,238,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.003732,0.009996,0.035991,0.950281,7.0,12.3882,0,,235,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000199,0.941362,0.036575,0.021863,14.0,14.8907,3,,235,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000000,0.992841,0.001982,0.005176,21.0,18.9238,3,,235,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.001262,0.087234,0.094299,0.817206,7.0,8.3483,0,12,235,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000048,0.000467,0.791605,0.207880,7.0,7.5432,1,3,235,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.001214,0.264729,0.686225,0.047832,7.0,4.7044,0,6,235,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000006,0.000959,0.985328,0.013706,14.0,16.1120,2,3,235,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.999539,0.000001,0.000122,0.000338,0.0,0.0000,1,,235,1
