filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.000028,0.041873,0.030687,0.927412,14.0,13.0359,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000516,0.000025,0.158255,0.841204,21.0,19.1743,2,,119,1
12k_Drive_End_B028_0_3005.mat,test,Drive,B,B,B,0.000007,0.000822,0.000435,0.998736,28.0,27.8985,0,,117,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.999894,0.000103,0.000003,7.0,7.2962,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.999344,0.000646,0.000010,7.0,7.6425,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000000,0.999336,0.000006,0.000658,21.0,20.8283,3,,119,1
12k_Drive_End_IR028_3_3004.mat,test,Drive,IR,IR,IR,0.000069,0.997022,0.002451,0.000458,28.0,27.6641,3,,118,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.000014,0.999779,0.000207,7.0,6.9391,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000002,0.000639,0.999355,0.000003,21.0,21.2543,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.000522,0.000027,0.000787,0.998664,7.0,8.5815,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000000,0.999343,0.000466,0.000190,14.0,13.9122,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000000,0.999159,0.000199,0.000642,21.0,20.6809,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.000023,0.000094,0.184850,0.815033,7.0,13.8601,0,12,118,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000021,0.000010,0.936416,0.063554,7.0,7.1644,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000011,0.193413,0.796723,0.009853,7.0,6.7536,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000001,0.000362,0.998420,0.001217,14.0,15.1803,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.999569,0.000002,0.000059,0.000370,0.0,0.0000,1,,118,1
