filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000020,0.000006,0.000122,0.999852,7.0,6.7082,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.023511,0.033145,0.010275,0.933070,21.0,14.4738,0,,119,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000052,0.000457,0.000384,0.999107,28.0,28.2522,3,,118,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.998727,0.001273,0.000000,7.0,7.9915,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.000015,0.999847,0.000116,0.000022,14.0,14.7668,0,,118,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000001,0.997175,0.000050,0.002773,21.0,21.0193,1,,118,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000008,0.999470,0.000203,0.000320,28.0,27.8928,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.000068,0.024142,0.967306,0.008485,14.0,15.0063,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000005,0.000378,0.999093,0.000524,21.0,21.0381,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000004,0.000209,0.999275,0.000513,21.0,20.8951,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000265,0.004364,0.000116,0.995255,7.0,7.3888,2,,118,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000021,0.014076,0.001544,0.984360,21.0,18.3309,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000017,0.999736,0.000172,0.000076,14.0,13.9202,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000001,0.000036,0.999097,0.000866,7.0,7.2446,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000001,0.000451,0.999279,0.000268,7.0,7.0408,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000097,0.108818,0.874631,0.016455,21.0,20.9257,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.998044,0.000157,0.000291,0.001508,0.0,0.0000,3,,118,1
