filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000009,0.004849,0.013650,0.981492,14.0,15.1013,2,,119,1
12k_Drive_End_B028_2_3007.mat,test,Drive,B,B,B,0.000000,0.000000,0.000129,0.999871,28.0,25.6324,2,,118,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000000,0.995686,0.004314,0.000000,7.0,7.2455,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000006,0.947358,0.027357,0.025280,21.0,19.4855,2,,118,1
12k_Drive_End_IR028_2_3003.mat,test,Drive,IR,IR,IR,0.000002,0.999897,0.000012,0.000090,28.0,26.7912,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000052,0.007423,0.970079,0.022446,7.0,8.0781,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000000,0.000000,1.000000,0.000000,7.0,4.2470,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000000,0.000002,0.999995,0.000003,7.0,9.1230,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000000,0.000075,0.999925,0.000000,21.0,20.2502,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000000,0.000009,0.999991,0.000000,21.0,19.8087,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.052930,0.027331,0.187304,0.732435,14.0,13.7177,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,OR,0.012215,0.003371,0.561433,0.422980,14.0,13.7904,1,,118,0
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.001356,0.020399,0.270729,0.707516,14.0,13.8982,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.002979,0.816418,0.158070,0.022534,7.0,8.3808,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000012,0.000118,0.991399,0.008471,7.0,9.8650,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000127,0.019968,0.764440,0.215464,14.0,14.0520,0,3,118,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.999844,0.000010,0.000058,0.000088,0.0,0.0000,2,,118,1
