filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000028,0.000137,0.000210,0.999624,7.0,6.2876,2,,236,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,IR,0.000072,0.669144,0.001856,0.328927,21.0,20.2191,0,,237,0
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000727,0.997244,0.001968,0.000062,7.0,6.9723,3,,239,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.004037,0.721892,0.223531,0.050539,14.0,16.6246,0,,236,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000015,0.985715,0.001152,0.013117,21.0,20.6319,1,,236,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.005999,0.001361,0.988287,0.004353,14.0,13.8690,3,6,237,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000044,0.004461,0.995157,0.000339,21.0,21.1144,1,3,237,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000028,0.000799,0.999066,0.000106,21.0,21.0910,3,6,237,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000494,0.000205,0.002037,0.997264,7.0,7.2370,2,,236,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000008,0.001412,0.005859,0.992721,21.0,17.5916,1,,236,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000028,0.954931,0.034673,0.010368,14.0,14.0699,1,,236,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000067,0.000159,0.998940,0.000833,7.0,6.4849,2,12,236,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000035,0.000347,0.992465,0.007152,7.0,6.9587,1,6,236,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000054,0.001689,0.993480,0.004778,21.0,15.7477,1,3,234,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.996142,0.001351,0.002088,0.000418,0.0,0.0000,3,,236,1
