filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_0_185.mat,test,Drive,B,B,B,0.001016,0.182302,0.098351,0.718330,14.0,11.3529,0,,118,1
12k_Drive_End_B021_2_224.mat,test,Drive,B,B,B,0.000018,0.000359,0.013081,0.986542,21.0,20.6824,2,,119,1
12k_Drive_End_IR007_1_106.mat,test,Drive,IR,IR,IR,0.000000,0.999747,0.000252,0.000000,7.0,9.7743,1,,119,1
12k_Drive_End_IR007_2_107.mat,test,Drive,IR,IR,IR,0.000000,0.984299,0.015701,0.000000,7.0,11.7712,2,,119,1
12k_Drive_End_IR021_3_212.mat,test,Drive,IR,IR,IR,0.000000,0.997036,0.000309,0.002655,21.0,18.4593,3,,119,1
12k_Drive_End_OR007@6_1_131.mat,test,Drive,OR,OR,OR,0.000000,0.001145,0.998843,0.000012,7.0,3.4583,1,6,119,1
12k_Drive_End_OR021@6_0_234.mat,test,Drive,OR,OR,OR,0.000001,0.002878,0.997121,0.000000,21.0,21.2565,0,6,119,1
12k_Fan_End_B007_0_282.mat,test,Fan,B,B,B,0.001585,0.006953,0.012257,0.979205,7.0,11.4242,0,,118,1
12k_Fan_End_IR014_3_277.mat,test,Fan,IR,IR,IR,0.000022,0.991643,0.006328,0.002007,14.0,13.2690,3,,118,1
12k_Fan_End_IR021_3_273.mat,test,Fan,IR,IR,IR,0.000000,0.999325,0.000437,0.000239,21.0,17.2932,3,,118,1
12k_Fan_End_OR007@12_0_302.mat,test,Fan,OR,OR,B,0.000962,0.273615,0.075206,0.650217,7.0,7.5367,0,12,118,0
12k_Fan_End_OR007@3_1_299.mat,test,Fan,OR,OR,OR,0.000025,0.001064,0.816881,0.182030,7.0,7.0852,1,3,118,1
12k_Fan_End_OR007@6_0_294.mat,test,Fan,OR,OR,OR,0.000940,0.421941,0.546773,0.030346,7.0,3.8274,0,6,118,1
12k_Fan_End_OR014@3_2_311.mat,test,Fan,OR,OR,OR,0.000001,0.004591,0.992124,0.003283,14.0,13.7803,2,3,118,1
normal_1_98.mat,test,Normal,Normal,Normal,Normal,0.999594,0.000000,0.000030,0.000376,0.0,0.0000,1,,118,1
