filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B007_2_120.mat,test,Drive,B,B,B,0.000003,0.000000,0.000116,0.999881,7.0,7.0740,2,,118,1
12k_Drive_End_B021_0_222.mat,test,Drive,B,B,B,0.004484,0.057913,0.001192,0.936410,21.0,15.9532,0,,119,1
12k_Drive_End_B028_3_3008.mat,test,Drive,B,B,B,0.000002,0.000657,0.000123,0.999219,28.0,27.5409,3,,118,1
12k_Drive_End_IR007_3_108.mat,test,Drive,IR,IR,IR,0.000000,0.999791,0.000208,0.000000,7.0,6.5109,3,,120,1
12k_Drive_End_IR014_0_169.mat,test,Drive,IR,IR,IR,0.000013,0.996800,0.003187,0.000000,14.0,15.3046,0,,118,1
12k_Drive_End_IR021_1_210.mat,test,Drive,IR,IR,IR,0.000000,0.999899,0.000067,0.000034,21.0,20.4584,1,,118,1
12k_Drive_End_IR028_1_3002.mat,test,Drive,IR,IR,IR,0.000000,0.999935,0.000024,0.000040,28.0,27.5813,1,,118,1
12k_Drive_End_OR014@6_3_200.mat,test,Drive,OR,OR,OR,0.000471,0.000023,0.999394,0.000113,14.0,14.4368,3,6,119,1
12k_Drive_End_OR021@3_1_247.mat,test,Drive,OR,OR,OR,0.000000,0.000378,0.999613,0.000009,21.0,20.8164,1,3,119,1
12k_Drive_End_OR021@6_3_237.mat,test,Drive,OR,OR,OR,0.000000,0.000030,0.999954,0.000016,21.0,20.6164,3,6,119,1
12k_Fan_End_B007_2_284.mat,test,Fan,B,B,B,0.000116,0.000000,0.003641,0.996243,7.0,6.9594,2,,118,1
12k_Fan_End_B021_1_291.mat,test,Fan,B,B,B,0.000003,0.000036,0.001401,0.998560,21.0,18.5402,1,,118,1
12k_Fan_End_IR014_1_276.mat,test,Fan,IR,IR,IR,0.000000,0.999039,0.000919,0.000041,14.0,14.3408,1,,118,1
12k_Fan_End_OR007@12_2_306.mat,test,Fan,OR,OR,OR,0.000000,0.000001,0.999882,0.000117,7.0,6.9247,2,12,118,1
12k_Fan_End_OR007@6_1_295.mat,test,Fan,OR,OR,OR,0.000000,0.000035,0.999813,0.000151,7.0,6.9654,1,6,118,1
12k_Fan_End_OR021@3_1_316.mat,test,Fan,OR,OR,OR,0.000010,0.000653,0.997155,0.002182,21.0,19.7740,1,3,117,1
normal_3_100.mat,test,Normal,Normal,Normal,Normal,0.995719,0.000182,0.003842,0.000257,0.0,0.0000,3,,118,1
