filename,split,end,fault,true_class,pred_class,p_Normal,p_IR,p_OR,p_B,true_diameter_mil,pred_diameter_mil,load,or_clock,n_windows,correct
12k_Drive_End_B014_2_187.mat,test,Drive,B,B,B,0.000056,0.000353,0.000620,0.998972,14.0,14.4304,2,,119,1
12k_Drive_End_IR007_0_105.mat,test,Drive,IR,IR,IR,0.000005,0.998932,0.001033,0.000030,7.0,7.3515,0,,118,1
12k_Drive_End_IR021_2_211.mat,test,Drive,IR,IR,IR,0.000029,0.993854,0.003697,0.002420,21.0,20.9826,2,,118,1
12k_Drive_End_OR007@12_1_158.mat,test,Drive,OR,OR,OR,0.000138,0.000858,0.968224,0.030780,7.0,7.1289,1,12,119,1
12k_Drive_End_OR007@3_2_146.mat,test,Drive,OR,OR,OR,0.000170,0.002182,0.997608,0.000040,7.0,6.7873,2,3,118,1
12k_Drive_End_OR007@6_3_133.mat,test,Drive,OR,OR,OR,0.000101,0.002003,0.997717,0.000180,7.0,6.6536,3,6,119,1
12k_Drive_End_OR021@3_2_248.mat,test,Drive,OR,OR,OR,0.000194,0.000715,0.997964,0.001126,21.0,21.0867,2,3,119,1
12k_Drive_End_OR021@6_1_235.mat,test,Drive,OR,OR,OR,0.000157,0.000689,0.998024,0.001130,21.0,21.6843,1,6,119,1
12k_Fan_End_B014_0_286.mat,test,Fan,B,B,B,0.001040,0.033315,0.030920,0.934725,14.0,15.6928,0,,119,1
12k_Fan_End_B014_1_287.mat,test,Fan,B,B,B,0.017256,0.014575,0.024463,0.943706,14.0,14.3824,1,,118,1
12k_Fan_End_B014_2_288.mat,test,Fan,B,B,B,0.001296,0.074381,0.109233,0.815090,14.0,16.3415,2,,119,1
12k_Fan_End_IR007_1_279.mat,test,Fan,IR,IR,IR,0.000079,0.923359,0.075175,0.001387,7.0,6.8332,1,,118,1
12k_Fan_End_OR007@12_3_307.mat,test,Fan,OR,OR,OR,0.000101,0.000141,0.975713,0.024045,7.0,7.5644,3,12,118,1
12k_Fan_End_OR014@3_0_310.mat,test,Fan,OR,OR,OR,0.000042,0.000888,0.998284,0.000786,14.0,12.5552,0,3,118,1
normal_2_99.mat,test,Normal,Normal,Normal,Normal,0.996490,0.000372,0.000632,0.002506,0.0,0.0000,2,,118,1
